district,sector,trade,priority,recommendation_type,recommendation,reason,supporting_metrics,confidence_score,data_availability
beed,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in beed before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
beed,,"tool and die maker (press tools, jigs and fixtures)",Insufficient Data,Data Ingestion Required,"Collect further supply and demand data for tool and die maker (press tools, jigs and fixtures) in beed before allocating government training resources.",Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
beed,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in beed before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
bhandara,,baker and confectioner,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for baker and confectioner in bhandara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
bhandara,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in bhandara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
bhandara,,desktop publishing operator,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for desktop publishing operator in bhandara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
bhandara,,mechanic diesel under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel under dual system training in bhandara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
bhandara,,secretarial practice (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for secretarial practice (english) in bhandara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
buldhana,,architectural draughtsman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for architectural draughtsman in buldhana before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
buldhana,,mason (building constructor),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mason (building constructor) in buldhana before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
buldhana,,mechanic diesel under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel under dual system training in buldhana before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
buldhana,,mechanic electric vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic electric vehicle in buldhana before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
buldhana,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in buldhana before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,baker and confectioner,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for baker and confectioner in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,mechanic diesel under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel under dual system training in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,mechanic electric vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic electric vehicle in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,mechanic motor vehicle under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle under dual system training in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,secretarial practice (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for secretarial practice (english) in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,architectural draughtsman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for architectural draughtsman in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,computer operator and programming assistant under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer operator and programming assistant under dual training system in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,fruit and vegetable processing,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fruit and vegetable processing in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,mason (building constructor),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mason (building constructor) in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,mechanic consumer electronic appliances,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic consumer electronic appliances in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,mechanic machine tool maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic machine tool maintenance in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,mechanic motor vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,refrigeration and air conditioner technician under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician under dual training system in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,secretarial practice (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for secretarial practice (english) in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,desktop publishing operator,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for desktop publishing operator in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,fruit and vegetable processing,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fruit and vegetable processing in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mason (building constructor),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mason (building constructor) in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,mechanic motor vehicle under dual system training,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle under dual system training in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,secretarial practice (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for secretarial practice (english) in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,"tool and die maker (press tools, jigs and fixtures)",Insufficient Data,Data Ingestion Required,"Collect further supply and demand data for tool and die maker (press tools, jigs and fixtures) in dharashiv before allocating government training resources.",Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,electronics mechanic under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic under dual training system in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,foundryman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for foundryman in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,mechanic machine tool maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic machine tool maintenance in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in gadchiroli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,interior design and decoration,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for interior design and decoration in gadchiroli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,mechanic electric vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic electric vehicle in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,architectural draughtsman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for architectural draughtsman in hingoli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,mason (building constructor),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mason (building constructor) in hingoli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in hingoli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,mechanic motor vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle in hingoli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
hingoli,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in hingoli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,baker and confectioner,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for baker and confectioner in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 0.34, 'current_demand_score': 50.0, 'current_gap': 49.66, 'priority_score': 49.81, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
